"","bwnetModuleLabels","bwnetModuleColors"
"TraesCS3D01G218500","1","turquoise"
"TraesCS3D01G218600","0","grey"
"TraesCS3D01G218700","3","brown"
"TraesCS3D01G218800","0","grey"
"TraesCS3D01G218900","0","grey"
"TraesCS3D01G219000","0","grey"
"TraesCS3D01G219100","0","grey"
"TraesCS3D01G219200","0","grey"
"TraesCS3D01G219300","4","yellow"
"TraesCS3D01G219400","0","grey"
"TraesCS3D01G219500","0","grey"
"TraesCS3D01G219600","0","grey"
"TraesCS3D01G219700","2","blue"
"TraesCS3D01G219800","0","grey"
"TraesCS3D01G219900","0","grey"
"TraesCS3D01G220000","1","turquoise"
"TraesCS3D01G220100","4","yellow"
"TraesCS3D01G220200","13","salmon"
"TraesCS3D01G220300","0","grey"
"TraesCS3D01G220400","5","green"
"TraesCS3D01G220500","0","grey"
"TraesCS3D01G220600","5","green"
"TraesCS3D01G220700","7","black"
"TraesCS3D01G220800","3","brown"
"TraesCS3D01G220900","0","grey"
"TraesCS3D01G221000","2","blue"
"TraesCS3D01G221100","0","grey"
"TraesCS3D01G221200","0","grey"
"TraesCS3D01G221300","0","grey"
"TraesCS3D01G221400","0","grey"
"TraesCS3D01G221500","0","grey"
"TraesCS3D01G221600","0","grey"
"TraesCS3D01G221700","0","grey"
"TraesCS3D01G221800","2","blue"
"TraesCS3D01G221900","23","darkturquoise"
"TraesCS3D01G222000","0","grey"
"TraesCS3D01G222100","2","blue"
"TraesCS3D01G222200","0","grey"
"TraesCS3D01G222300","11","greenyellow"
"TraesCS3D01G222400","3","brown"
"TraesCS3D01G222600","5","green"
"TraesCS3D01G222700","0","grey"
"TraesCS3D01G222800","0","grey"
"TraesCS3D01G222900","5","green"
"TraesCS3D01G223000","1","turquoise"
"TraesCS3D01G223100","0","grey"
"TraesCS3D01G223200","8","pink"
"TraesCS3D01G223300","1","turquoise"
"TraesCS3D01G223400","3","brown"
"TraesCS3D01G223500","1","turquoise"
"TraesCS3D01G223600","0","grey"
"TraesCS3D01G223700","0","grey"
"TraesCS3D01G223800","5","green"
"TraesCS3D01G223900","2","blue"
"TraesCS3D01G224000","2","blue"
"TraesCS3D01G224100","3","brown"
"TraesCS3D01G224200","2","blue"
"TraesCS3D01G224400","15","midnightblue"
"TraesCS3D01G224500","4","yellow"
"TraesCS3D01G224600","3","brown"
"TraesCS3D01G224700","0","grey"
"TraesCS3D01G224800","5","green"
"TraesCS3D01G224900","2","blue"
"TraesCS3D01G225000","18","lightgreen"
"TraesCS3D01G225100","3","brown"
"TraesCS3D01G225200","7","black"
"TraesCS3D01G225300","22","darkgreen"
"TraesCS3D01G225400","0","grey"
"TraesCS3D01G225500","28","skyblue"
"TraesCS3D01G225600","7","black"
"TraesCS3D01G225700","1","turquoise"
"TraesCS3D01G225800","12","tan"
"TraesCS3D01G225900","0","grey"
"TraesCS3D01G226000","1","turquoise"
"TraesCS3D01G226100","25","orange"
"TraesCS3D01G226200","0","grey"
"TraesCS3D01G226300","0","grey"
"TraesCS3D01G226400","6","red"
"TraesCS3D01G226500","4","yellow"
"TraesCS3D01G227000","0","grey"
"TraesCS3D01G227100","0","grey"
"TraesCS3D01G227200","0","grey"
"TraesCS3D01G227300","20","royalblue"
"TraesCS3D01G227400","3","brown"
"TraesCS3D01G227500","0","grey"
"TraesCS3D01G227600","0","grey"
"TraesCS3D01G227800","0","grey"
"TraesCS3D01G227900","0","grey"
"TraesCS3D01G228000","2","blue"
"TraesCS3D01G228100","1","turquoise"
"TraesCS3D01G228400","12","tan"
"TraesCS3D01G228500","1","turquoise"
"TraesCS3D01G228600","3","brown"
"TraesCS3D01G228700","0","grey"
"TraesCS3D01G228800","5","green"
"TraesCS3D01G228900","2","blue"
"TraesCS3D01G229000","3","brown"
"TraesCS3D01G229100","0","grey"
"TraesCS3D01G229200","21","darkred"
"TraesCS3D01G229300","0","grey"
"TraesCS3D01G229400","4","yellow"
"TraesCS3D01G229500","23","darkturquoise"
"TraesCS3D01G229600","2","blue"
"TraesCS3D01G229700","4","yellow"
"TraesCS3D01G229800","2","blue"
"TraesCS3D01G229900","0","grey"
"TraesCS3D01G230000","23","darkturquoise"
"TraesCS3D01G230100","5","green"
"TraesCS3D01G230200","23","darkturquoise"
"TraesCS3D01G230300","0","grey"
"TraesCS3D01G230400","5","green"
"TraesCS3D01G230500","0","grey"
"TraesCS3D01G230600","4","yellow"
"TraesCS3D01G230700","6","red"
"TraesCS3D01G230800","19","lightyellow"
"TraesCS3D01G230900","2","blue"
"TraesCS3D01G231000","0","grey"
"TraesCS3D01G231100","6","red"
"TraesCS3D01G231200","19","lightyellow"
"TraesCS3D01G231300","2","blue"
"TraesCS3D01G231400","0","grey"
"TraesCS3D01G231500","9","magenta"
"TraesCS3D01G231600","8","pink"
"TraesCS3D01G231700","7","black"
"TraesCS3D01G231800","8","pink"
"TraesCS3D01G231900","28","skyblue"
"TraesCS3D01G232000","0","grey"
"TraesCS3D01G232100","20","royalblue"
"TraesCS3D01G232200","0","grey"
"TraesCS3D01G232300","6","red"
"TraesCS3D01G232400","5","green"
"TraesCS3D01G232500","1","turquoise"
"TraesCS3D01G232600","5","green"
"TraesCS3D01G232800","1","turquoise"
"TraesCS3D01G232900","0","grey"
"TraesCS3D01G233000","0","grey"
"TraesCS3D01G233100","1","turquoise"
"TraesCS3D01G233200","0","grey"
"TraesCS3D01G233300","15","midnightblue"
"TraesCS3D01G233400","14","cyan"
"TraesCS3D01G233600","20","royalblue"
"TraesCS3D01G233700","0","grey"
"TraesCS3D01G233800","0","grey"
"TraesCS3D01G233900","0","grey"
"TraesCS3D01G234000","12","tan"
"TraesCS3D01G234100","0","grey"
"TraesCS3D01G234300","3","brown"
"TraesCS3D01G234400","3","brown"
"TraesCS3D01G234500","7","black"
"TraesCS3D01G234600","5","green"
"TraesCS3D01G234700","20","royalblue"
"TraesCS3D01G234800","1","turquoise"
"TraesCS3D01G235000","1","turquoise"
"TraesCS3D01G235100","0","grey"
"TraesCS3D01G235200","2","blue"
"TraesCS3D01G235300","2","blue"
"TraesCS3D01G235400","2","blue"
"TraesCS3D01G235500","0","grey"
"TraesCS3D01G235600","5","green"
"TraesCS3D01G235700","18","lightgreen"
"TraesCS3D01G235800","1","turquoise"
"TraesCS3D01G235900","0","grey"
"TraesCS3D01G236000","3","brown"
"TraesCS3D01G236100","3","brown"
"TraesCS3D01G236200","4","yellow"
"TraesCS3D01G236300","0","grey"
"TraesCS3D01G236400","0","grey"
"TraesCS3D01G236500","4","yellow"
"TraesCS3D01G236600","2","blue"
"TraesCS3D01G236700","7","black"
"TraesCS3D01G236900","0","grey"
"TraesCS3D01G237000","30","steelblue"
"TraesCS3D01G237100","11","greenyellow"
"TraesCS3D01G237200","0","grey"
"TraesCS3D01G237300","4","yellow"
"TraesCS3D01G237400","0","grey"
"TraesCS3D01G237500","0","grey"
"TraesCS3D01G237600","0","grey"
"TraesCS3D01G237700","19","lightyellow"
"TraesCS3D01G237800","1","turquoise"
"TraesCS3D01G237900","1","turquoise"
"TraesCS3D01G238000","17","grey60"
"TraesCS3D01G238100","0","grey"
"TraesCS3D01G238300","10","purple"
"TraesCS3D01G238400","0","grey"
"TraesCS3D01G238500","4","yellow"
"TraesCS3D01G238600","2","blue"
"TraesCS3D01G238700","1","turquoise"
"TraesCS3D01G238800","0","grey"
"TraesCS3D01G238900","0","grey"
"TraesCS3D01G239100","0","grey"
"TraesCS3D01G239200","2","blue"
"TraesCS3D01G239300","0","grey"
"TraesCS3D01G239400","0","grey"
"TraesCS3D01G239500","7","black"
"TraesCS3D01G239700","17","grey60"
"TraesCS3D01G239800","8","pink"
"TraesCS3D01G239900","0","grey"
"TraesCS3D01G240000","1","turquoise"
"TraesCS3D01G240100","0","grey"
"TraesCS3D01G240200","16","lightcyan"
"TraesCS3D01G240300","13","salmon"
"TraesCS3D01G240400","17","grey60"
"TraesCS3D01G240500","1","turquoise"
"TraesCS3D01G240600","0","grey"
"TraesCS3D01G240700","0","grey"
"TraesCS3D01G240800","5","green"
"TraesCS3D01G240900","1","turquoise"
"TraesCS3D01G241000","5","green"
"TraesCS3D01G241200","0","grey"
"TraesCS3D01G241300","2","blue"
"TraesCS3D01G241400","0","grey"
"TraesCS3D01G241500","1","turquoise"
"TraesCS3D01G241600","5","green"
"TraesCS3D01G241700","5","green"
"TraesCS3D01G241800","1","turquoise"
"TraesCS3D01G241900","2","blue"
"TraesCS3D01G242000","9","magenta"
"TraesCS3D01G242100","5","green"
"TraesCS3D01G242200","5","green"
"TraesCS3D01G242300","0","grey"
"TraesCS3D01G242400","0","grey"
"TraesCS3D01G242500","3","brown"
"TraesCS3D01G242600","1","turquoise"
"TraesCS3D01G242700","10","purple"
"TraesCS3D01G242800","0","grey"
"TraesCS3D01G242900","1","turquoise"
"TraesCS3D01G243000","1","turquoise"
"TraesCS3D01G243100","0","grey"
"TraesCS3D01G243200","1","turquoise"
"TraesCS3D01G243300","18","lightgreen"
"TraesCS3D01G243500","0","grey"
"TraesCS3D01G243600","0","grey"
"TraesCS3D01G243800","6","red"
"TraesCS3D01G243900","0","grey"
"TraesCS3D01G244000","24","darkgrey"
"TraesCS3D01G244100","2","blue"
"TraesCS3D01G244200","2","blue"
"TraesCS3D01G244300","15","midnightblue"
"TraesCS3D01G244500","12","tan"
"TraesCS3D01G244600","0","grey"
"TraesCS3D01G244700","0","grey"
"TraesCS3D01G244800","12","tan"
"TraesCS3D01G244900","7","black"
"TraesCS3D01G245000","0","grey"
"TraesCS3D01G245100","4","yellow"
"TraesCS3D01G245200","1","turquoise"
"TraesCS3D01G245300","3","brown"
"TraesCS3D01G245400","0","grey"
"TraesCS3D01G245500","9","magenta"
"TraesCS3D01G245600","0","grey"
"TraesCS3D01G245700","4","yellow"
"TraesCS3D01G245800","0","grey"
"TraesCS3D01G245900","12","tan"
"TraesCS3D01G246000","12","tan"
"TraesCS3D01G246100","4","yellow"
"TraesCS3D01G246200","0","grey"
"TraesCS3D01G246400","0","grey"
"TraesCS3D01G246500","2","blue"
"TraesCS3D01G246600","17","grey60"
"TraesCS3D01G246700","1","turquoise"
"TraesCS3D01G246800","1","turquoise"
"TraesCS3D01G246900","1","turquoise"
"TraesCS3D01G247000","3","brown"
"TraesCS3D01G247100","1","turquoise"
"TraesCS3D01G247200","2","blue"
"TraesCS3D01G247300","7","black"
"TraesCS3D01G247500","3","brown"
"TraesCS3D01G247600","6","red"
"TraesCS3D01G247700","2","blue"
"TraesCS3D01G247800","5","green"
"TraesCS3D01G247900","2","blue"
"TraesCS3D01G248000","1","turquoise"
"TraesCS3D01G248100","1","turquoise"
"TraesCS3D01G248200","3","brown"
"TraesCS3D01G248300","1","turquoise"
"TraesCS3D01G248400","2","blue"
"TraesCS3D01G248500","3","brown"
"TraesCS3D01G248600","4","yellow"
"TraesCS3D01G248700","11","greenyellow"
"TraesCS3D01G248900","4","yellow"
"TraesCS3D01G249000","11","greenyellow"
"TraesCS3D01G249100","4","yellow"
"TraesCS3D01G249200","1","turquoise"
"TraesCS3D01G249300","0","grey"
"TraesCS3D01G249400","5","green"
"TraesCS3D01G249500","2","blue"
"TraesCS3D01G249700","8","pink"
"TraesCS3D01G249900","0","grey"
"TraesCS3D01G250000","0","grey"
"TraesCS3D01G250400","0","grey"
"TraesCS3D01G250500","3","brown"
"TraesCS3D01G250600","1","turquoise"
"TraesCS3D01G250800","6","red"
"TraesCS3D01G250900","3","brown"
"TraesCS3D01G251000","5","green"
"TraesCS3D01G251100","3","brown"
"TraesCS3D01G251200","2","blue"
"TraesCS3D01G251300","2","blue"
"TraesCS3D01G251400","21","darkred"
"TraesCS3D01G251500","18","lightgreen"
"TraesCS3D01G251600","0","grey"
"TraesCS3D01G251700","3","brown"
"TraesCS3D01G251800","2","blue"
"TraesCS3D01G251900","3","brown"
"TraesCS3D01G252000","0","grey"
"TraesCS3D01G252100","0","grey"
"TraesCS3D01G252200","0","grey"
"TraesCS3D01G252300","0","grey"
"TraesCS3D01G252400","0","grey"
"TraesCS3D01G252500","0","grey"
"TraesCS3D01G252700","22","darkgreen"
"TraesCS3D01G252800","0","grey"
"TraesCS3D01G252900","12","tan"
"TraesCS3D01G253000","2","blue"
"TraesCS3D01G253100","7","black"
"TraesCS3D01G253200","29","saddlebrown"
"TraesCS3D01G253300","6","red"
"TraesCS3D01G253400","0","grey"
"TraesCS3D01G253500","3","brown"
"TraesCS3D01G253600","6","red"
"TraesCS3D01G253700","12","tan"
"TraesCS3D01G253800","1","turquoise"
"TraesCS3D01G253900","5","green"
"TraesCS3D01G254000","11","greenyellow"
"TraesCS3D01G254100","0","grey"
"TraesCS3D01G254200","0","grey"
"TraesCS3D01G254300","3","brown"
"TraesCS3D01G254400","0","grey"
"TraesCS3D01G254500","1","turquoise"
"TraesCS3D01G254600","3","brown"
"TraesCS3D01G254700","1","turquoise"
"TraesCS3D01G254800","1","turquoise"
"TraesCS3D01G254900","0","grey"
"TraesCS3D01G255000","0","grey"
"TraesCS3D01G255100","4","yellow"
"TraesCS3D01G255200","1","turquoise"
"TraesCS3D01G255300","9","magenta"
"TraesCS3D01G255400","7","black"
"TraesCS3D01G255500","0","grey"
"TraesCS3D01G255600","0","grey"
"TraesCS3D01G255700","0","grey"
"TraesCS3D01G255800","0","grey"
"TraesCS3D01G255900","1","turquoise"
"TraesCS3D01G256000","0","grey"
"TraesCS3D01G256100","1","turquoise"
"TraesCS3D01G256200","22","darkgreen"
"TraesCS3D01G256300","18","lightgreen"
"TraesCS3D01G256400","12","tan"
"TraesCS3D01G256500","12","tan"
"TraesCS3D01G256600","12","tan"
"TraesCS3D01G256700","5","green"
"TraesCS3D01G256800","0","grey"
"TraesCS3D01G256900","0","grey"
"TraesCS3D01G257000","19","lightyellow"
"TraesCS3D01G257100","0","grey"
"TraesCS3D01G257200","15","midnightblue"
"TraesCS3D01G257300","0","grey"
"TraesCS3D01G257400","0","grey"
"TraesCS3D01G257500","3","brown"
"TraesCS3D01G257600","5","green"
"TraesCS3D01G257700","11","greenyellow"
"TraesCS3D01G257800","17","grey60"
"TraesCS3D01G257900","3","brown"
"TraesCS3D01G258000","0","grey"
"TraesCS3D01G258200","5","green"
"TraesCS3D01G258300","1","turquoise"
"TraesCS3D01G258400","0","grey"
"TraesCS3D01G258500","1","turquoise"
"TraesCS3D01G258600","1","turquoise"
"TraesCS3D01G258700","3","brown"
"TraesCS3D01G258800","1","turquoise"
"TraesCS3D01G258900","0","grey"
"TraesCS3D01G259000","7","black"
"TraesCS3D01G259100","0","grey"
"TraesCS3D01G259200","0","grey"
"TraesCS3D01G259300","0","grey"
"TraesCS3D01G259400","0","grey"
"TraesCS3D01G259500","0","grey"
"TraesCS3D01G259600","0","grey"
"TraesCS3D01G259700","5","green"
"TraesCS3D01G259800","1","turquoise"
"TraesCS3D01G259900","0","grey"
"TraesCS3D01G260000","0","grey"
"TraesCS3D01G260100","3","brown"
"TraesCS3D01G260200","24","darkgrey"
"TraesCS3D01G260300","3","brown"
"TraesCS3D01G260400","0","grey"
"TraesCS3D01G260500","3","brown"
"TraesCS3D01G260700","18","lightgreen"
"TraesCS3D01G260800","0","grey"
"TraesCS3D01G261000","1","turquoise"
"TraesCS3D01G261100","3","brown"
"TraesCS3D01G261200","15","midnightblue"
"TraesCS3D01G261300","0","grey"
"TraesCS3D01G261400","0","grey"
"TraesCS3D01G261500","1","turquoise"
"TraesCS3D01G261600","0","grey"
"TraesCS3D01G261700","3","brown"
"TraesCS3D01G261800","1","turquoise"
"TraesCS3D01G261900","3","brown"
"TraesCS3D01G262000","10","purple"
"TraesCS3D01G262200","3","brown"
"TraesCS3D01G262300","3","brown"
"TraesCS3D01G262400","4","yellow"
"TraesCS3D01G262500","0","grey"
"TraesCS3D01G262600","1","turquoise"
"TraesCS3D01G262700","14","cyan"
"TraesCS3D01G262900","3","brown"
"TraesCS3D01G263000","0","grey"
"TraesCS3D01G263200","7","black"
"TraesCS3D01G263400","0","grey"
"TraesCS3D01G263500","15","midnightblue"
"TraesCS3D01G263600","0","grey"
"TraesCS3D01G263700","5","green"
"TraesCS3D01G263800","38","plum1"
"TraesCS3D01G264000","6","red"
"TraesCS3D01G264100","0","grey"
"TraesCS3D01G264200","4","yellow"
"TraesCS3D01G264300","0","grey"
"TraesCS3D01G264400","9","magenta"
"TraesCS3D01G264500","12","tan"
"TraesCS3D01G264600","3","brown"
"TraesCS3D01G264700","2","blue"
"TraesCS3D01G264800","0","grey"
"TraesCS3D01G264900","0","grey"
"TraesCS3D01G265000","0","grey"
"TraesCS3D01G265100","0","grey"
"TraesCS3D01G265200","0","grey"
"TraesCS3D01G265400","10","purple"
"TraesCS3D01G265500","0","grey"
"TraesCS3D01G265600","1","turquoise"
"TraesCS3D01G265700","17","grey60"
"TraesCS3D01G265800","6","red"
"TraesCS3D01G265900","2","blue"
"TraesCS3D01G266000","2","blue"
"TraesCS3D01G266100","1","turquoise"
"TraesCS3D01G266200","7","black"
"TraesCS3D01G266300","19","lightyellow"
"TraesCS3D01G266400","15","midnightblue"
"TraesCS3D01G266600","3","brown"
"TraesCS3D01G266700","0","grey"
"TraesCS3D01G266800","1","turquoise"
"TraesCS3D01G266900","11","greenyellow"
"TraesCS3D01G267000","3","brown"
"TraesCS3D01G267100","7","black"
"TraesCS3D01G267200","14","cyan"
"TraesCS3D01G267500","0","grey"
"TraesCS3D01G267600","1","turquoise"
"TraesCS3D01G267700","0","grey"
"TraesCS3D01G267800","0","grey"
"TraesCS3D01G267900","0","grey"
"TraesCS3D01G268000","6","red"
"TraesCS3D01G268100","0","grey"
"TraesCS3D01G268200","22","darkgreen"
"TraesCS3D01G268300","13","salmon"
"TraesCS3D01G268400","6","red"
"TraesCS3D01G268500","0","grey"
"TraesCS3D01G268600","2","blue"
"TraesCS3D01G268700","5","green"
"TraesCS3D01G268800","1","turquoise"
"TraesCS3D01G268900","10","purple"
"TraesCS3D01G269000","0","grey"
"TraesCS3D01G269100","0","grey"
"TraesCS3D01G269200","0","grey"
"TraesCS3D01G269300","0","grey"
"TraesCS3D01G269400","0","grey"
"TraesCS3D01G269500","5","green"
"TraesCS3D01G269700","0","grey"
"TraesCS3D01G269800","3","brown"
"TraesCS3D01G270100","0","grey"
"TraesCS3D01G270200","8","pink"
"TraesCS3D01G270300","1","turquoise"
"TraesCS3D01G270400","5","green"
"TraesCS3D01G270500","1","turquoise"
"TraesCS3D01G270600","3","brown"
"TraesCS3D01G270700","4","yellow"
"TraesCS3D01G270900","0","grey"
"TraesCS3D01G271000","0","grey"
"TraesCS3D01G271100","0","grey"
"TraesCS3D01G271200","1","turquoise"
"TraesCS3D01G271300","3","brown"
"TraesCS3D01G271400","8","pink"
"TraesCS3D01G271500","0","grey"
"TraesCS3D01G271600","7","black"
"TraesCS3D01G271700","4","yellow"
"TraesCS3D01G271800","5","green"
"TraesCS3D01G271900","4","yellow"
"TraesCS3D01G272000","0","grey"
"TraesCS3D01G272100","3","brown"
"TraesCS3D01G272200","10","purple"
"TraesCS3D01G272300","0","grey"
"TraesCS3D01G272400","2","blue"
"TraesCS3D01G272500","4","yellow"
"TraesCS3D01G272600","0","grey"
"TraesCS3D01G272700","19","lightyellow"
"TraesCS3D01G272800","2","blue"
"TraesCS3D01G272900","3","brown"
"TraesCS3D01G273000","5","green"
"TraesCS3D01G273100","1","turquoise"
"TraesCS3D01G273200","12","tan"
"TraesCS3D01G273300","9","magenta"
"TraesCS3D01G273400","7","black"
"TraesCS3D01G273500","0","grey"
"TraesCS3D01G273600","31","paleturquoise"
"TraesCS3D01G273800","13","salmon"
"TraesCS3D01G273900","7","black"
"TraesCS3D01G274000","2","blue"
"TraesCS3D01G274200","0","grey"
"TraesCS3D01G274300","8","pink"
"TraesCS3D01G274500","0","grey"
"TraesCS3D01G274600","4","yellow"
"TraesCS3D01G274800","0","grey"
"TraesCS3D01G274900","4","yellow"
"TraesCS3D01G275000","4","yellow"
"TraesCS3D01G275100","2","blue"
"TraesCS3D01G275200","7","black"
"TraesCS3D01G275300","1","turquoise"
"TraesCS3D01G275400","4","yellow"
"TraesCS3D01G275500","0","grey"
"TraesCS3D01G275600","5","green"
"TraesCS3D01G275700","18","lightgreen"
"TraesCS3D01G275800","7","black"
"TraesCS3D01G275900","0","grey"
"TraesCS3D01G276000","1","turquoise"
"TraesCS3D01G276200","3","brown"
"TraesCS3D01G276400","1","turquoise"
"TraesCS3D01G276500","20","royalblue"
"TraesCS3D01G276600","25","orange"
"TraesCS3D01G276800","2","blue"
"TraesCS3D01G276900","1","turquoise"
"TraesCS3D01G277000","11","greenyellow"
"TraesCS3D01G277100","2","blue"
"TraesCS3D01G277200","0","grey"
"TraesCS3D01G277300","2","blue"
"TraesCS3D01G277400","1","turquoise"
"TraesCS3D01G277500","1","turquoise"
"TraesCS3D01G277600","28","skyblue"
"TraesCS3D01G277700","5","green"
"TraesCS3D01G277800","0","grey"
"TraesCS3D01G277900","4","yellow"
"TraesCS3D01G278000","2","blue"
"TraesCS3D01G278100","0","grey"
"TraesCS3D01G278200","0","grey"
"TraesCS3D01G278400","7","black"
"TraesCS3D01G278500","4","yellow"
"TraesCS3D01G278600","2","blue"
"TraesCS3D01G278700","0","grey"
"TraesCS3D01G278800","0","grey"
"TraesCS3D01G278900","0","grey"
"TraesCS3D01G279000","2","blue"
"TraesCS3D01G279100","0","grey"
"TraesCS3D01G279200","14","cyan"
"TraesCS3D01G279300","0","grey"
"TraesCS3D01G279400","0","grey"
"TraesCS3D01G279500","23","darkturquoise"
"TraesCS3D01G279600","7","black"
"TraesCS3D01G279700","1","turquoise"
"TraesCS3D01G279800","3","brown"
"TraesCS3D01G279900","7","black"
"TraesCS3D01G280000","6","red"
"TraesCS3D01G280200","0","grey"
"TraesCS3D01G280300","1","turquoise"
"TraesCS3D01G280400","9","magenta"
"TraesCS3D01G280500","22","darkgreen"
"TraesCS3D01G280600","0","grey"
"TraesCS3D01G280900","9","magenta"
"TraesCS3D01G281000","2","blue"
"TraesCS3D01G281100","5","green"
"TraesCS3D01G281200","5","green"
"TraesCS3D01G281300","2","blue"
"TraesCS3D01G281400","0","grey"
"TraesCS3D01G281500","11","greenyellow"
"TraesCS3D01G281600","0","grey"
"TraesCS3D01G281700","2","blue"
"TraesCS3D01G281800","5","green"
"TraesCS3D01G281900","3","brown"
"TraesCS3D01G282000","2","blue"
"TraesCS3D01G282100","1","turquoise"
"TraesCS3D01G282200","0","grey"
"TraesCS3D01G282300","8","pink"
"TraesCS3D01G282400","0","grey"
"TraesCS3D01G282500","1","turquoise"
"TraesCS3D01G282600","0","grey"
"TraesCS3D01G282700","1","turquoise"
"TraesCS3D01G282800","1","turquoise"
"TraesCS3D01G282900","4","yellow"
"TraesCS3D01G283000","5","green"
"TraesCS3D01G283100","0","grey"
"TraesCS3D01G283200","2","blue"
"TraesCS3D01G283300","2","blue"
"TraesCS3D01G283400","3","brown"
"TraesCS3D01G283500","1","turquoise"
"TraesCS3D01G283600","3","brown"
"TraesCS3D01G283700","3","brown"
"TraesCS3D01G283800","0","grey"
"TraesCS3D01G283900","10","purple"
"TraesCS3D01G284000","18","lightgreen"
"TraesCS3D01G284100","15","midnightblue"
"TraesCS3D01G284200","2","blue"
"TraesCS3D01G284300","0","grey"
"TraesCS3D01G284400","0","grey"
"TraesCS3D01G284500","1","turquoise"
"TraesCS3D01G284600","0","grey"
"TraesCS3D01G284700","6","red"
"TraesCS3D01G284800","3","brown"
"TraesCS3D01G284900","4","yellow"
"TraesCS3D01G285000","0","grey"
"TraesCS3D01G285100","0","grey"
"TraesCS3D01G285200","0","grey"
"TraesCS3D01G285300","7","black"
"TraesCS3D01G285400","4","yellow"
"TraesCS3D01G285500","7","black"
"TraesCS3D01G285600","0","grey"
"TraesCS3D01G285700","1","turquoise"
"TraesCS3D01G285900","1","turquoise"
"TraesCS3D01G286000","3","brown"
"TraesCS3D01G286100","0","grey"
"TraesCS3D01G286200","0","grey"
"TraesCS3D01G286400","0","grey"
"TraesCS3D01G286500","2","blue"
"TraesCS3D01G286600","1","turquoise"
